EJERCICIO;CENTRO GESTOR;SECCION;SERVICIO;FUNCIONAL;ECONOMICA;CAPITULO;FINANCIACION;DESCRIPCION;IMPORTE
2021;0400010000;0400;01;11C;12100;1;0101;COMPLEMENTO DE DESTINO;1146465
2021;0400010000;0400;01;11C;12101;1;0101;COMPLEMENTO ESPECIFICO;2332868
2021;0400010000;0400;01;11C;12109;1;0101;OTROS COMPLEMENTOS;260000
2021;0400010000;0400;01;11C;12209;1;0101;OTRAS;12300
2021;0400010000;0400;01;11C;13003;1;0101;SALARIOS GRUPO IV;36372
2021;0400010000;0400;01;11C;13004;1;0101;SALARIOS GRUPO V;49999
2021;0400010000;0400;01;11C;13005;1;0101;ANTIGUEDAD (INCLUIDO COMPLEM. PERSONAL NO ABSORB.);52007
2021;0400010000;0400;01;11C;13100;1;0101;COMPLEMENTO DE CATEGORIA;46339
2021;0400010000;0400;01;11C;13101;1;0101;COMPLEMENTO DE PUESTO DE TRABAJO;126710
2021;0400010000;0400;01;11C;13109;1;0101;OTROS COMPLEMENTOS;18039
2021;0400010000;0400;01;11C;15000;1;0101;PERSONAL FUNCIONARIO;292587
2021;0400010000;0400;01;11C;15001;1;0101;PERSONAL LABORAL (ADMINISTRACIÓN GENERAL);19580
2021;0400010000;0400;01;11C;16000;1;0101;SEGURIDAD SOCIAL (ADMINISTRACIÓN GENERAL);1425000
2021;0400010000;0400;01;11C;16200;1;0101;FORMACION Y PERFECCIONAMIENTO DEL PERSONAL (A.G.);42000
2021;0400010000;0400;01;11C;16201;1;0101;ACCION SOCIAL (ADMINISTRACIÓN GENERAL);41048
2021;0400010000;0400;01;11C;16202;1;0101;PREMIOS DE JUBILACION PERSONAL FUNCIONARIO (A.G.);36061
2021;0400010000;0400;01;11C;16204;1;0101;SEGUROS DE VIDA Y ACCIDENTE;66300
2021;0400010000;0400;01;11C;16300;1;0101;FORMACION Y PERFECCIONAMIENTO DE PERSONAL;3300
2021;0400010000;0400;01;11C;16301;1;0101;ACCION SOCIAL;8600
2021;0400010000;0400;01;11C;16305;1;0101;SEGUROS DE VIDA Y ACCIDENTE;6000
2021;0400010000;0400;01;11C;17001;1;0101;INCREMENTO RETRIBUTIVO FIJO(ADMON. GENERAL);63000
2021;0400010000;0400;01;11C;19000;1;0101;ADMINISTRACIÓN GENERAL;378989
2021;0400010000;0400;01;11C;20400;2;0101;ARRENDAMIENTOS DE ELEMENTOS DE TRANSPORTE;10000
2021;0400010000;0400;01;11C;20500;2;0101;ARRENDAMIENTOS DE MOBILIARIO Y ENSERES;7000
2021;0400010000;0400;01;11C;20600;2;0101;ARREND. DE SISTEMAS PARA PROCESOS DE INFORMACION;101500
2021;0400010000;0400;01;11C;21200;2;0101;EDIFICIOS Y OTRAS CONSTRUCCIONES;350000
2021;0400010000;0400;01;11C;21301;2;0101;INSTALACIONES;8000
2021;0400010000;0400;01;11C;21400;2;0101;ELEMENTOS DE TRANSPORTE;7000
2021;0400010000;0400;01;11C;21500;2;0101;MOBILIARIO Y ENSERES;2000
2021;0400010000;0400;01;11C;21600;2;0101;EQUIPOS DE PROCESOS Y TRANSMISIONES DE DATOS;454000
2021;0400010000;0400;01;11C;22000;2;0101;ORDINARIO NO INVENTARIABLE;7000
2021;0400010000;0400;01;11C;22001;2;0101;PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES;20000
2021;0400010000;0400;01;11C;22002;2;0101;MATERIAL INFORMATICO NO INVENTARIABLE;5000
2021;0400010000;0400;01;11C;22100;2;0101;ENERGIA ELECTRICA;104000
2021;0400010000;0400;01;11C;22101;2;0101;AGUA;3000
2021;0400010000;0400;01;11C;22102;2;0101;GAS;800
2021;0400010000;0400;01;11C;22103;2;0101;COMBUSTIBLE;12000
2021;0400010000;0400;01;11C;22104;2;0101;VESTUARIO;3000
2021;0400010000;0400;01;11C;22109;2;0101;OTROS SUMINISTROS;1500
2021;0400010000;0400;01;11C;22200;2;0101;TELEFONICAS;75000
2021;0400010000;0400;01;11C;22201;2;0101;POSTALES Y MENSAJERIA;17000
2021;0400010000;0400;01;11C;22204;2;0101;SERVICIOS DE ACCESO A DATOS Y COMUN.TRONCALES INF.;1000
2021;0400010000;0400;01;11C;22302;2;0101;ENTES PRIVADOS;100
2021;0400010000;0400;01;11C;22400;2;0101;EDIFICIOS Y OTRAS CONSTRUCCIONES;8100
2021;0400010000;0400;01;11C;22401;2;0101;ELEMENTOS DE TRANSPORTE;5500
2021;0400010000;0400;01;11C;22501;2;0101;LOCALES;800
2021;0400010000;0400;01;11C;22601;2;0101;ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS;6000
2021;0400010000;0400;01;11C;22602;2;0101;INFORMACION, DIVULGACION Y PUBLICIDAD;1000
2021;0400010000;0400;01;11C;22603;2;0101;JURIDICOS Y CONTENCIOSOS;5400
2021;0400010000;0400;01;11C;22606;2;0101;REUNIONES, CONFERENCIAS Y CURSOS;500
2021;0400010000;0400;01;11C;22609;2;0101;OTROS;12000
2021;0400010000;0400;01;11C;22700;2;0101;LIMPIEZA Y ASEO;417000
2021;0400010000;0400;01;11C;22701;2;0101;SEGURIDAD;405000
2021;0400010000;0400;01;11C;22706;2;0101;ESTUDIOS Y TRABAJOS TECNICOS;450000
2021;0400010000;0400;01;11C;22707;2;0101;EDICIÓN DE PUBLICACIONES;5000
2021;0400010000;0400;01;11C;22709;2;0101;OTROS;20000
2021;0400010000;0400;01;11C;23000;2;0101;DIETAS;75000
2021;0400010000;0400;01;11C;23100;2;0101;LOCOMOCION;30000
2021;0400010000;0400;01;11C;23200;2;0101;TRASLADOS;1500
2021;0400010000;0400;01;11C;23300;2;0101;OTRAS INDEMNIZACIONES;18500
2021;0400010000;0400;01;11C;26103;2;0101;CON INSTITUCIONES DEL SECTOR PRIVADO;45000
2021;0400010000;0400;01;11C;48200;4;0101;A OTRAS INSTITUCIONES;9450
2021;0400010000;0400;01;11C;48201;4;0101;ASOCEX;8200
2021;0400010000;0400;01;11C;48700;4;0101;ONG Y PROYECTOS VIABLES DE AYUDA AL TERCER MUNDO;87910
2021;0400010000;0400;01;11C;49000;4;0101;A EURORAI;2100
2021;0400010000;0400;01;11C;60200;6;0101;EDIFICIOS Y OTRAS CONSTRUCCIONES;249563
2021;0400010000;0400;01;11C;60500;6;0101;MOBILIARIO Y ENSERES;25000
2021;0400010000;0400;01;11C;60600;6;0101;ADQUISICIÓN EQUIPOS PARA PROCESAMIENTO INFORMACIÓN;161000
2021;0400010000;0400;01;11C;83108;8;0101;FAMILIAS E INSTITUCIONES SIN FINES DE LUCRO;27741
2021;0500010000;0500;01;11D;10000;1;0101;RETRIBUCIONES DINERARIAS;540532
2021;0500010000;0500;01;11D;11000;1;0101;RETRIBUCIONES;95034
2021;0500010000;0500;01;11D;12000;1;0101;SUELDO DEL SUBGRUPO A1 (ADMINISTRACIÓN GENERAL);191137
2021;0500010000;0500;01;11D;12001;1;0101;SUELDO DEL SUBGRUPO A2 (ADMINISTRACIÓN GENERAL);28013
2021;0500010000;0500;01;11D;12002;1;0101;SUELDO DEL SUBGRUPO C1 (ADMINISTRACIÓN GENERAL);193093
2021;0500010000;0500;01;11D;12005;1;0101;TRIENIOS (ADMINISTRACIÓN GENERAL);220000
2021;0500010000;0500;01;11D;12100;1;0101;COMPLEMENTO DE DESTINO;253437
2021;0500010000;0500;01;11D;12101;1;0101;COMPLEMENTO ESPECIFICO;509945
2021;0500010000;0500;01;11D;12109;1;0101;OTROS COMPLEMENTOS;60000
2021;0500010000;0500;01;11D;13003;1;0101;SALARIOS GRUPO IV;8671
2021;0500010000;0500;01;11D;13004;1;0101;SALARIOS GRUPO V;31666
2021;0500010000;0500;01;11D;13005;1;0101;ANTIGUEDAD (INCLUIDO COMPLEM. PERSONAL NO ABSORB.);26000
2021;0500010000;0500;01;11D;13100;1;0101;COMPLEMENTO DE CATEGORIA;23513
2021;0500010000;0500;01;11D;13101;1;0101;COMPLEMENTO DE PUESTO DE TRABAJO;18650
2021;0500010000;0500;01;11D;13102;1;0101;COMPLEMENTO DE CONVENIO;14937
2021;0500010000;0500;01;11D;13109;1;0101;OTROS COMPLEMENTOS;16000
2021;0500010000;0500;01;11D;15000;1;0101;PERSONAL FUNCIONARIO;22095
2021;0500010000;0500;01;11D;15001;1;0101;PERSONAL LABORAL (ADMINISTRACIÓN GENERAL);1190
2021;0500010000;0500;01;11D;15002;1;0101;PRODUCTIVIDAD ESPECÍFICA;246000
2021;0500010000;0500;01;11D;15004;1;0101;LETRADOS Y LETRADAS;199623
2021;0500010000;0500;01;11D;15200;1;0101;POR SERVICIOS EXTRAORDINARIOS;1000
2021;0500010000;0500;01;11D;16000;1;0101;SEGURIDAD SOCIAL (ADMINISTRACIÓN GENERAL);500000
2021;0500010000;0500;01;11D;16200;1;0101;FORMACION Y PERFECCIONAMIENTO DEL PERSONAL (A.G.);2500
2021;0500010000;0500;01;11D;16202;1;0101;PREMIOS DE JUBILACION PERSONAL FUNCIONARIO (A.G.);20000
2021;0500010000;0500;01;11D;16500;1;0101;ASIGNACION ECONOMICA EX PERSONAL ALTO CARGO;200
2021;0500010000;0500;01;11D;17001;1;0101;INCREMENTO RETRIBUTIVO FIJO(ADMON. GENERAL);29009
2021;0500010000;0500;01;11D;21200;2;0101;EDIFICIOS Y OTRAS CONSTRUCCIONES;25000
2021;0500010000;0500;01;11D;21301;2;0101;INSTALACIONES;2000
2021;0500010000;0500;01;11D;21400;2;0101;ELEMENTOS DE TRANSPORTE;6000
2021;0500010000;0500;01;11D;21500;2;0101;MOBILIARIO Y ENSERES;4000
2021;0500010000;0500;01;11D;21600;2;0101;EQUIPOS DE PROCESOS Y TRANSMISIONES DE DATOS;500
2021;0500010000;0500;01;11D;22000;2;0101;ORDINARIO NO INVENTARIABLE;10000
2021;0500010000;0500;01;11D;22001;2;0101;PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES;15000
2021;0500010000;0500;01;11D;22002;2;0101;MATERIAL INFORMATICO NO INVENTARIABLE;10000
2021;0500010000;0500;01;11D;22100;2;0101;ENERGIA ELECTRICA;40000
2021;0500010000;0500;01;11D;22101;2;0101;AGUA;3000
2021;0500010000;0500;01;11D;22103;2;0101;COMBUSTIBLE;8000
2021;0500010000;0500;01;11D;22104;2;0101;VESTUARIO;4600
2021;0500010000;0500;01;11D;22106;2;0101;PRODUCTOS FARMACEUTICOS;100
2021;0500010000;0500;01;11D;22109;2;0101;OTROS SUMINISTROS;6000
2021;0500010000;0500;01;11D;22114;2;0101;MAT. DE LIMPIEZA, ASEO, PROD. LAVANDERIA Y SIMILAR;3000
2021;0500010000;0500;01;11D;22200;2;0101;TELEFONICAS;13000
2021;0500010000;0500;01;11D;22201;2;0101;POSTALES Y MENSAJERIA;3000
2021;0500010000;0500;01;11D;22204;2;0101;SERVICIOS DE ACCESO A DATOS Y COMUN.TRONCALES INF.;10000
2021;0500010000;0500;01;11D;22209;2;0101;OTROS;2500
2021;0500010000;0500;01;11D;22302;2;0101;ENTES PRIVADOS;500
2021;0500010000;0500;01;11D;22409;2;0101;OTROS RIESGOS;3000
2021;0500010000;0500;01;11D;22501;2;0101;LOCALES;1000
2021;0500010000;0500;01;11D;22601;2;0101;ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS;9000
2021;0500010000;0500;01;11D;22606;2;0101;REUNIONES, CONFERENCIAS Y CURSOS;4000
2021;0500010000;0500;01;11D;22700;2;0101;LIMPIEZA Y ASEO;60000
2021;0500010000;0500;01;11D;22701;2;0101;SEGURIDAD;62000
2021;0500010000;0500;01;11D;22704;2;0101;CUSTODIA, DEPOSITO Y ALMACENAJE;10000
2021;0500010000;0500;01;11D;22706;2;0101;ESTUDIOS Y TRABAJOS TECNICOS;2000
2021;0500010000;0500;01;11D;22707;2;0101;EDICIÓN DE PUBLICACIONES;3000
2021;0500010000;0500;01;11D;22709;2;0101;OTROS;1000
2021;0500010000;0500;01;11D;23000;2;0101;DE CONSEJEROS;15000
2021;0500010000;0500;01;11D;23100;2;0101;DE CONSEJEROS;8000
2021;0500010000;0500;01;11D;23400;2;0101;PLENO CONSEJO CONSULTIVO DE ANDALUCIA;35000
2021;0500010000;0500;01;11D;60600;6;0101;ADQUISICIÓN EQUIPOS PARA PROCESAMIENTO INFORMACIÓN;10000
2021;0500010000;0500;01;11D;66600;6;0101;ADQUISICIÓN EQUIPOS PARA PROCESAMIENTO INFORMACIÓN;20000
2021;0600010000;0600;01;11H;10000;1;0101;RETRIBUCIONES DINERARIAS;649894
2021;0600010000;0600;01;11H;11000;1;0101;RETRIBUCIONES;95034
2021;0600010000;0600;01;11H;12000;1;0101;SUELDO DEL SUBGRUPO A1 (ADMINISTRACIÓN GENERAL);238922
2021;0600010000;0600;01;11H;12002;1;0101;SUELDO DEL SUBGRUPO C1 (ADMINISTRACIÓN GENERAL);107274
2021;0600010000;0600;01;11H;12003;1;0101;SUELDO DEL SUBGRUPO C2 (ADMINISTRACIÓN GENERAL);9093
2021;0600010000;0600;01;11H;12005;1;0101;TRIENIOS (ADMINISTRACIÓN GENERAL);111667
2021;0600010000;0600;01;11H;12100;1;0101;COMPLEMENTO DE DESTINO;235469
2021;0600010000;0600;01;11H;12101;1;0101;COMPLEMENTO ESPECIFICO;443069
2021;0600010000;0600;01;11H;13003;1;0101;SALARIOS GRUPO IV;8671
2021;0600010000;0600;01;11H;13004;1;0101;SALARIOS GRUPO V;15833
2021;0600010000;0600;01;11H;13005;1;0101;ANTIGUEDAD (INCLUIDO COMPLEM. PERSONAL NO ABSORB.);14036
2021;0600010000;0600;01;11H;13100;1;0101;COMPLEMENTO DE CATEGORIA;14244
2021;0600010000;0600;01;11H;13101;1;0101;COMPLEMENTO DE PUESTO DE TRABAJO;12582
2021;0600010000;0600;01;11H;13102;1;0101;COMPLEMENTO DE CONVENIO;9063
2021;0600010000;0600;01;11H;13109;1;0101;OTROS COMPLEMENTOS;4312
2021;0600010000;0600;01;11H;15000;1;0101;PERSONAL FUNCIONARIO;17952
2021;0600010000;0600;01;11H;15001;1;0101;PERSONAL LABORAL (ADMINISTRACIÓN GENERAL);714
2021;0600010000;0600;01;11H;16000;1;0101;SEGURIDAD SOCIAL (ADMINISTRACIÓN GENERAL);548592
2021;0600010000;0600;01;11H;16202;1;0101;PREMIOS DE JUBILACION PERSONAL FUNCIONARIO (A.G.);7678
2021;0600010000;0600;01;11H;17001;1;0101;INCREMENTO RETRIBUTIVO FIJO(ADMON. GENERAL);22897
2021;0600010000;0600;01;11H;20200;2;0101;ARRENDAMIENTOS DE EDIFICIOS Y OTRAS CONSTRUCCIONES;1500
2021;0600010000;0600;01;11H;20500;2;0101;ARRENDAMIENTOS DE MOBILIARIO Y ENSERES;650
2021;0600010000;0600;01;11H;21200;2;0101;EDIFICIOS Y OTRAS CONSTRUCCIONES;3000
2021;0600010000;0600;01;11H;21300;2;0101;MAQUINARIA;4800
2021;0600010000;0600;01;11H;21301;2;0101;INSTALACIONES;2986
2021;0600010000;0600;01;11H;21400;2;0101;ELEMENTOS DE TRANSPORTE;4100
2021;0600010000;0600;01;11H;21500;2;0101;MOBILIARIO Y ENSERES;5250
2021;0600010000;0600;01;11H;21600;2;0101;EQUIPOS DE PROCESOS Y TRANSMISIONES DE DATOS;200
2021;0600010000;0600;01;11H;22000;2;0101;ORDINARIO NO INVENTARIABLE;2600
2021;0600010000;0600;01;11H;22001;2;0101;PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES;10000
2021;0600010000;0600;01;11H;22002;2;0101;MATERIAL INFORMATICO NO INVENTARIABLE;3600
2021;0600010000;0600;01;11H;22100;2;0101;ENERGIA ELECTRICA;40000
2021;0600010000;0600;01;11H;22101;2;0101;AGUA;6250
2021;0600010000;0600;01;11H;22103;2;0101;COMBUSTIBLE;3500
2021;0600010000;0600;01;11H;22104;2;0101;VESTUARIO;2500
2021;0600010000;0600;01;11H;22109;2;0101;OTROS SUMINISTROS;1600
2021;0600010000;0600;01;11H;22200;2;0101;TELEFONICAS;28000
2021;0600010000;0600;01;11H;22201;2;0101;POSTALES Y MENSAJERIA;3500
2021;0600010000;0600;01;11H;22202;2;0101;TELEGRAFICAS;100
2021;0600010000;0600;01;11H;22203;2;0101;TELEX, TELEFAX Y BUROFAX;100
2021;0600010000;0600;01;11H;22204;2;0101;SERVICIOS DE ACCESO A DATOS Y COMUN.TRONCALES INF.;24114
2021;0600010000;0600;01;11H;22302;2;0101;ENTES PRIVADOS;3000
2021;0600010000;0600;01;11H;22309;2;0101;OTROS;400
2021;0600010000;0600;01;11H;22401;2;0101;ELEMENTOS DE TRANSPORTE;500
2021;0600010000;0600;01;11H;22501;2;0101;LOCALES;2700
2021;0600010000;0600;01;11H;22601;2;0101;ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS;8000
2021;0600010000;0600;01;11H;22602;2;0101;INFORMACION, DIVULGACION Y PUBLICIDAD;3000
2021;0600010000;0600;01;11H;22603;2;0101;JURIDICOS Y CONTENCIOSOS;1000
2021;0600010000;0600;01;11H;22606;2;0101;REUNIONES, CONFERENCIAS Y CURSOS;23150
2021;0600010000;0600;01;11H;22611;2;0101;CUOTAS PARTICIP. ENT.Y ORG. NACIONALES E INTERNAC.;4066
2021;0600010000;0600;01;11H;22700;2;0101;LIMPIEZA Y ASEO;60000
2021;0600010000;0600;01;11H;22701;2;0101;SEGURIDAD;58500
2021;0600010000;0600;01;11H;22706;2;0101;ESTUDIOS Y TRABAJOS TECNICOS;597900
2021;0600010000;0600;01;11H;22707;2;0101;EDICIÓN DE PUBLICACIONES;24800
2021;0600010000;0600;01;11H;22709;2;0101;OTROS;22000
2021;0600010000;0600;01;11H;22712;2;0101;TRADUCCIONES E INTERPRETACIONES;1500
2021;0600010000;0600;01;11H;23000;2;0101;DIETAS;7500
2021;0600010000;0600;01;11H;23100;2;0101;LOCOMOCION;10000
2021;0600010000;0600;01;11H;23200;2;0101;TRASLADOS;10600
2021;0600010000;0600;01;11H;60500;6;0101;MOBILIARIO Y ENSERES;1000
2021;0600010000;0600;01;11H;60600;6;0101;ADQUISICIÓN EQUIPOS PARA PROCESAMIENTO INFORMACIÓN;4000
2021;0600010000;0600;01;11H;60800;6;0101;OTRO INMOVILIZADO MATERIAL;440000
2021;0600010000;0600;01;11H;60905;6;0101;APLICACIONES INFORMATICAS DESARROLLADAS A MEDIDA;160000
2021;0600010000;0600;01;11H;66600;6;0101;ADQUISICIÓN EQUIPOS PARA PROCESAMIENTO INFORMACIÓN;128000
2021;0700010000;0700;01;11I;10000;1;0101;RETRIBUCIONES DINERARIAS;64638
2021;0700010000;0700;01;11I;11000;1;0101;RETRIBUCIONES;95034
2021;0700010000;0700;01;11I;12000;1;0101;SUELDO DEL SUBGRUPO A1 (ADMINISTRACIÓN GENERAL);509700
2021;0700010000;0700;01;11I;12001;1;0101;SUELDO DEL SUBGRUPO A2 (ADMINISTRACIÓN GENERAL);56025
2021;0700010000;0700;01;11I;12002;1;0101;SUELDO DEL SUBGRUPO C1 (ADMINISTRACIÓN GENERAL);128729
2021;0700010000;0700;01;11I;12005;1;0101;TRIENIOS (ADMINISTRACIÓN GENERAL);180762
2021;0700010000;0700;01;11I;12100;1;0101;COMPLEMENTO DE DESTINO;440396
2021;0700010000;0700;01;11I;12101;1;0101;COMPLEMENTO ESPECIFICO;769069
2021;0700010000;0700;01;11I;12109;1;0101;OTROS COMPLEMENTOS;5950
2021;0700010000;0700;01;11I;13003;1;0101;SALARIOS GRUPO IV;8671
2021;0700010000;0700;01;11I;13005;1;0101;ANTIGUEDAD (INCLUIDO COMPLEM. PERSONAL NO ABSORB.);4600
2021;0700010000;0700;01;11I;13100;1;0101;COMPLEMENTO DE CATEGORIA;4975
2021;0700010000;0700;01;11I;13101;1;0101;COMPLEMENTO DE PUESTO DE TRABAJO;8045
2021;0700010000;0700;01;11I;13102;1;0101;COMPLEMENTO DE CONVENIO;3188
2021;0700010000;0700;01;11I;13109;1;0101;OTROS COMPLEMENTOS;8700
2021;0700010000;0700;01;11I;15000;1;0101;PERSONAL FUNCIONARIO;33142
2021;0700010000;0700;01;11I;15001;1;0101;PERSONAL LABORAL (ADMINISTRACIÓN GENERAL);238
2021;0700010000;0700;01;11I;16000;1;0101;SEGURIDAD SOCIAL (ADMINISTRACIÓN GENERAL);558085
2021;0700010000;0700;01;11I;16202;1;0101;PREMIOS DE JUBILACION PERSONAL FUNCIONARIO (A.G.);6000
2021;0700010000;0700;01;11I;17001;1;0101;INCREMENTO RETRIBUTIVO FIJO(ADMON. GENERAL);25974
2021;0700010000;0700;01;11I;20600;2;0101;ARREND. DE SISTEMAS PARA PROCESOS DE INFORMACION;2000
2021;0700010000;0700;01;11I;21200;2;0101;EDIFICIOS Y OTRAS CONSTRUCCIONES;50000
2021;0700010000;0700;01;11I;21300;2;0101;MAQUINARIA;3500
2021;0700010000;0700;01;11I;21400;2;0101;ELEMENTOS DE TRANSPORTE;500
2021;0700010000;0700;01;11I;21500;2;0101;MOBILIARIO Y ENSERES;1000
2021;0700010000;0700;01;11I;21600;2;0101;EQUIPOS DE PROCESOS Y TRANSMISIONES DE DATOS;6925
2021;0700010000;0700;01;11I;22000;2;0101;ORDINARIO NO INVENTARIABLE;4500
2021;0700010000;0700;01;11I;22001;2;0101;PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES;9000
2021;0700010000;0700;01;11I;22002;2;0101;MATERIAL INFORMATICO NO INVENTARIABLE;6000
2021;0700010000;0700;01;11I;22100;2;0101;ENERGIA ELECTRICA;25000
2021;0700010000;0700;01;11I;22101;2;0101;AGUA;1000
2021;0700010000;0700;01;11I;22103;2;0101;COMBUSTIBLE;1000
2021;0700010000;0700;01;11I;22104;2;0101;VESTUARIO;1500
2021;0700010000;0700;01;11I;22109;2;0101;OTROS SUMINISTROS;5000
2021;0700010000;0700;01;11I;22200;2;0101;TELEFONICAS;6000
2021;0700010000;0700;01;11I;22201;2;0101;POSTALES Y MENSAJERIA;5000
2021;0700010000;0700;01;11I;22204;2;0101;SERVICIOS DE ACCESO A DATOS Y COMUN.TRONCALES INF.;15000
2021;0700010000;0700;01;11I;22309;2;0101;OTROS;500
2021;0700010000;0700;01;11I;22501;2;0101;LOCALES;14000
2021;0700010000;0700;01;11I;22601;2;0101;ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS;5000
2021;0700010000;0700;01;11I;22602;2;0101;INFORMACION, DIVULGACION Y PUBLICIDAD;40000
2021;0700010000;0700;01;11I;22603;2;0101;JURIDICOS Y CONTENCIOSOS;7000
2021;0700010000;0700;01;11I;22604;2;0101;CURSOS Y ACTIVIDADES DE FORMACIÓN;1000
2021;0700010000;0700;01;11I;22606;2;0101;REUNIONES, CONFERENCIAS Y CURSOS;12575
2021;0700010000;0700;01;11I;22700;2;0101;LIMPIEZA Y ASEO;70000
2021;0700010000;0700;01;11I;22701;2;0101;SEGURIDAD;100000
2021;0700010000;0700;01;11I;22707;2;0101;EDICIÓN DE PUBLICACIONES;5000
2021;0700010000;0700;01;11I;22708;2;0101;ESTUDIOS Y TRABAJOS TÉCNICOS DEL ÁREA TIC;18000
2021;0700010000;0700;01;11I;22709;2;0101;OTROS;8000
2021;0700010000;0700;01;11I;23000;2;0101;DIETAS;8000
2021;0700010000;0700;01;11I;23100;2;0101;LOCOMOCION;5000
2021;0700010000;0700;01;11I;23300;2;0101;OTRAS INDEMNIZACIONES;3000
2021;0700010000;0700;01;11I;23400;2;0101;INDEMNIZ. DEDICACION Y ASISTENCIA A ORGANOS COLEG.;5000
2021;0700010000;0700;01;11I;60500;6;0101;MOBILIARIO Y ENSERES;25000
2021;0700010000;0700;01;11I;60600;6;0101;ADQUISICIÓN EQUIPOS PARA PROCESAMIENTO INFORMACIÓN;10000
2021;0700010000;0700;01;11I;60601;6;0101;ADQUISICIÓN DE EQUIPOS OFIMÁTICOS;13600
2021;0700010000;0700;01;11I;60602;6;0101;ADQUISICIÓN DE EQUIPOS DE TRASMISIONES DE DATOS;16360
2021;0700010000;0700;01;11I;60905;6;0101;APLICACIONES INFORMATICAS DESARROLLADAS A MEDIDA;100000
2021;0700010000;0700;01;11I;61130;6;0101;A SOC. AND. PARA DESARROLLO DE LAS TELECOM.,S.A.;310000
2021;0800010000;0800;01;61N;10000;1;0101;RETRIBUCIONES DINERARIAS;62388
2021;0800010000;0800;01;61N;12000;1;0101;SUELDO DEL SUBGRUPO A1 (ADMINISTRACIÓN GENERAL);350419
2021;0800010000;0800;01;61N;12001;1;0101;SUELDO DEL SUBGRUPO A2 (ADMINISTRACIÓN GENERAL);70031
2021;0800010000;0800;01;61N;12002;1;0101;SUELDO DEL SUBGRUPO C1 (ADMINISTRACIÓN GENERAL);139456
2021;0800010000;0800;01;61N;12005;1;0101;TRIENIOS (ADMINISTRACIÓN GENERAL);141000
2021;0800010000;0800;01;61N;12100;1;0101;COMPLEMENTO DE DESTINO;368020
2021;0800010000;0800;01;61N;12101;1;0101;COMPLEMENTO ESPECIFICO;678080
2021;0800010000;0800;01;61N;13003;1;0101;SALARIOS GRUPO IV;8671
2021;0800010000;0800;01;61N;13004;1;0101;SALARIOS GRUPO V;15833
2021;0800010000;0800;01;61N;13005;1;0101;ANTIGUEDAD (INCLUIDO COMPLEM. PERSONAL NO ABSORB.);5000
2021;0800010000;0800;01;61N;13100;1;0101;COMPLEMENTO DE CATEGORIA;14244
2021;0800010000;0800;01;61N;13101;1;0101;COMPLEMENTO DE PUESTO DE TRABAJO;12582
2021;0800010000;0800;01;61N;13102;1;0101;COMPLEMENTO DE CONVENIO;9063
2021;0800010000;0800;01;61N;13109;1;0101;OTROS COMPLEMENTOS;5000
2021;0800010000;0800;01;61N;13500;1;0101;ADMINISTRACIÓN GENERAL;20050
2021;0800010000;0800;01;61N;15000;1;0101;PERSONAL FUNCIONARIO;27618
2021;0800010000;0800;01;61N;15001;1;0101;PERSONAL LABORAL (ADMINISTRACIÓN GENERAL);714
2021;0800010000;0800;01;61N;16000;1;0101;SEGURIDAD SOCIAL (ADMINISTRACIÓN GENERAL);538143
2021;0800010000;0800;01;61N;16202;1;0101;PREMIOS DE JUBILACION PERSONAL FUNCIONARIO (A.G.);27000
2021;0800010000;0800;01;61N;16304;1;0101;PREMIOS DE JUBILACIÓN (ADMÓN GENERAL);1200
2021;0800010000;0800;01;61N;17001;1;0101;INCREMENTO RETRIBUTIVO FIJO(ADMON. GENERAL);22451
2021;0800010000;0800;01;61N;20900;2;0101;CANONES;100
2021;0800010000;0800;01;61N;21200;2;0101;EDIFICIOS Y OTRAS CONSTRUCCIONES;20688
2021;0800010000;0800;01;61N;21301;2;0101;INSTALACIONES;8000
2021;0800010000;0800;01;61N;21400;2;0101;ELEMENTOS DE TRANSPORTE;3500
2021;0800010000;0800;01;61N;21500;2;0101;MOBILIARIO Y ENSERES;1000
2021;0800010000;0800;01;61N;21600;2;0101;EQUIPOS DE PROCESOS Y TRANSMISIONES DE DATOS;10000
2021;0800010000;0800;01;61N;22000;2;0101;ORDINARIO NO INVENTARIABLE;4500
2021;0800010000;0800;01;61N;22001;2;0101;PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES;1000
2021;0800010000;0800;01;61N;22002;2;0101;MATERIAL INFORMATICO NO INVENTARIABLE;5000
2021;0800010000;0800;01;61N;22100;2;0101;ENERGIA ELECTRICA;23500
2021;0800010000;0800;01;61N;22101;2;0101;AGUA;4500
2021;0800010000;0800;01;61N;22103;2;0101;COMBUSTIBLE;4500
2021;0800010000;0800;01;61N;22104;2;0101;VESTUARIO;3000
2021;0800010000;0800;01;61N;22107;2;0101;INSTRUMENTAL Y PEQUEÑO UTILLAJE SANITARIO;3000
