EJERCICIO;CENTRO GESTOR;SECCION;SERVICIO;FUNCIONAL;ECONOMICA;CAPITULO;FINANCIACION;DESCRIPCION;IMPORTE
2021;900010000;9000;10;11E;12005;1;101;TRIENIOS (ADMINISTRACIÓN GENERAL);582.339,00
2021;900010000;9000;10;11E;12100;1;101;COMPLEMENTO DE DESTINO;1.234.779,00
2021;900010000;9000;10;11E;12101;1;101;COMPLEMENTO ESPECIFICO;2.172.695,00
2021;900010000;9000;10;11E;13002;1;101;SALARIOS GRUPO III;10.605,00
2021;900010000;9000;10;11E;13003;1;101;SALARIOS GRUPO IV;130.068,00
2021;900010000;9000;10;11E;13004;1;101;SALARIOS GRUPO V;221.664,00
2021;900010000;9000;10;11E;13005;1;101;ANTIGUEDAD (INCLUIDO COMPLEM. PERSONAL NO ABSORB.);117.916,00
2021;900010000;9000;10;11E;13100;1;101;COMPLEMENTO DE CATEGORIA;210.392,00
2021;900010000;9000;10;11E;13101;1;101;COMPLEMENTO DE PUESTO DE TRABAJO;194.004,00
2021;900010000;9000;10;11E;13102;1;101;COMPLEMENTO DE CONVENIO;133.915,00
2021;900010000;9000;10;11E;13109;1;101;OTROS COMPLEMENTOS;149.989,00
2021;900010000;9000;10;11E;13500;1;101;ADMINISTRACIÓN GENERAL;69.424,00
2021;900010000;9000;10;11E;15000;1;101;PERSONAL FUNCIONARIO;104.259,00
2021;900010000;9000;10;11E;15001;1;101;PERSONAL LABORAL (ADMINISTRACIÓN GENERAL);10.469,00
2021;900010000;9000;10;11E;16000;1;101;SEGURIDAD SOCIAL (ADMINISTRACIÓN GENERAL);2.188.298,00
2021;900010000;9000;10;11E;16202;1;101;PREMIOS DE JUBILACION PERSONAL FUNCIONARIO (A.G.);86.359,00
2021;900010000;9000;10;11E;16304;1;101;PREMIOS DE JUBILACIÓN (ADMÓN GENERAL);65.500,00
2021;900010000;9000;10;11E;16500;1;101;ASIGNACION ECONOMICA EX PERSONAL ALTO CARGO;71.122,00
2021;900010000;9000;10;11E;17001;1;101;INCREMENTO RETRIBUTIVO FIJO(ADMON. GENERAL);671.234,00
2021;900010000;9000;10;11E;19000;1;101;ADMINISTRACIÓN GENERAL;500.000,00
2021;900010000;9000;10;11E;20200;2;101;ARRENDAMIENTOS DE EDIFICIOS Y OTRAS CONSTRUCCIONES;7.135,00
2021;900010000;9000;10;11E;20300;2;101;MAQUINARIA;9.000,00
2021;900010000;9000;10;11E;20400;2;101;ARRENDAMIENTOS DE ELEMENTOS DE TRANSPORTE;20.000,00
2021;900010000;9000;10;11E;21200;2;101;EDIFICIOS Y OTRAS CONSTRUCCIONES;250.000,00
2021;900010000;9000;10;11E;21400;2;101;ELEMENTOS DE TRANSPORTE;30.000,00
2021;900010000;9000;10;11E;21500;2;101;MOBILIARIO Y ENSERES;30.000,00
2021;900010000;9000;10;11E;21600;2;101;EQUIPOS DE PROCESOS Y TRANSMISIONES DE DATOS;195.777,00
2021;900010000;9000;10;11E;22000;2;101;ORDINARIO NO INVENTARIABLE;50.000,00
2021;900010000;9000;10;11E;22001;2;101;PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES;14.000,00
2021;900010000;9000;10;11E;22002;2;101;MATERIAL INFORMATICO NO INVENTARIABLE;100.000,00
2021;900010000;9000;10;11E;22101;2;101;AGUA;5.000,00
2021;900010000;9000;10;11E;22103;2;101;COMBUSTIBLE;50.415,00
2021;900010000;9000;10;11E;22104;2;101;VESTUARIO;22.000,00
2021;900010000;9000;10;11E;22106;2;101;PRODUCTOS FARMACEUTICOS;1.000,00
2021;900010000;9000;10;11E;22109;2;101;OTROS SUMINISTROS;22.000,00
2021;900010000;9000;10;11E;22116;2;101;ENERGÍA ELÉCTRICA CONTRATACIÓN CENTRALIZADA;5.915.000,00
2021;900010000;9000;10;11E;22201;2;101;POSTALES Y MENSAJERIA;88.000,00
2021;900010000;9000;10;11E;22204;2;101;SERVICIOS DE ACCESO A DATOS Y COMUN.TRONCALES INF.;190.000,00
2021;900010000;9000;10;11E;22216;2;101;TELEFÓNICAS CONTRATACIÓN CENTRALIZADA;140.000,00
2021;900010000;9000;10;11E;22501;2;101;LOCALES;51.000,00
2021;900010000;9000;10;11E;22601;2;101;ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS;13.478,00
2021;900010000;9000;10;11E;22602;2;101;INFORMACION, DIVULGACION Y PUBLICIDAD;5.000,00
2021;900010000;9000;10;11E;22603;2;101;JURIDICOS Y CONTENCIOSOS;18.000,00
2021;900010000;9000;10;11E;22604;2;101;CURSOS Y ACTIVIDADES DE FORMACIÓN;6.000,00
2021;900010000;9000;10;11E;22700;2;101;LIMPIEZA Y ASEO;493.087,00
2021;900010000;9000;10;11E;22701;2;101;SEGURIDAD;550.000,00
2021;900010000;9000;10;11E;22704;2;101;CUSTODIA, DEPOSITO Y ALMACENAJE;3.800,00
2021;900010000;9000;10;11E;22706;2;101;ESTUDIOS Y TRABAJOS TECNICOS;180.000,00
2021;900010000;9000;10;11E;22708;2;101;ESTUDIOS Y TRABAJOS TÉCNICOS DEL ÁREA TIC;300.000,00
2021;900010000;9000;10;11E;22709;2;101;OTROS;100.000,00
2021;900010000;9000;10;11E;22830;2;101;A SOC. AND. PARA DESARROLLO DE LAS TELECOM.,S.A.;104.223,00
2021;900010000;9000;10;11E;23000;2;101;DIETAS;38.000,00
2021;900010000;9000;10;11E;23100;2;101;LOCOMOCION;35.000,00
2021;900010000;9000;10;11E;23300;2;101;OTRAS INDEMNIZACIONES;40.000,00
2021;900010000;9000;10;11E;23401;2;101;CONSEJO ANDALUZ DE TURISMO;80.000,00
2021;900010000;9000;10;11E;60600;6;101;ADQUISICIÓN EQUIPOS PARA PROCESAMIENTO INFORMACIÓN;200.000,00
2021;900010000;9000;10;11E;60600;6;101;ADQUISICIÓN EQUIPOS PARA PROCESAMIENTO INFORMACIÓN;20.000,00
2021;900010000;9000;10;11E;60905;6;101;APLICACIONES INFORMATICAS DESARROLLADAS A MEDIDA;154.838,00
2021;900010000;9000;10;11E;60909;6;101;OTRO INMOVILIZADO INMATERIAL;973.197,00
2021;900010000;9000;10;11E;61130;6;101;A SOC. AND. PARA DESARROLLO DE LAS TELECOM.,S.A.;376.803,00
2021;900010000;9000;10;11E;66200;6;101;EDIFICIOS Y OTRAS CONSTRUCCIONES;160.000,00
2021;900010000;9000;10;11E;66500;6;101;MOBILIARIO Y ENSERES;81.850,00
2021;900010000;9000;10;11E;66600;6;101;ADQUISICIÓN EQUIPOS PARA PROCESAMIENTO INFORMACIÓN;16.000,00
2021;900010000;9000;10;12F;10000;1;101;RETRIBUCIONES DINERARIAS;64.638,00
2021;900010000;9000;10;12F;12000;1;101;SUELDO DEL SUBGRUPO A1 (ADMINISTRACIÓN GENERAL);222.994,00
2021;900010000;9000;10;12F;12001;1;101;SUELDO DEL SUBGRUPO A2 (ADMINISTRACIÓN GENERAL);42.019,00
2021;900010000;9000;10;12F;12002;1;101;SUELDO DEL SUBGRUPO C1 (ADMINISTRACIÓN GENERAL);53.637,00
2021;900010000;9000;10;12F;12005;1;101;TRIENIOS (ADMINISTRACIÓN GENERAL);64.450,00
2021;900010000;9000;10;12F;12100;1;101;COMPLEMENTO DE DESTINO;214.101,00
2021;900010000;9000;10;12F;12101;1;101;COMPLEMENTO ESPECIFICO;380.706,00
2021;900010000;9000;10;12F;15000;1;101;PERSONAL FUNCIONARIO;15.190,00
2021;900010000;9000;10;12F;16000;1;101;SEGURIDAD SOCIAL (ADMINISTRACIÓN GENERAL);228.172,00
2021;900010000;9000;10;12F;16200;1;101;FORMACION Y PERFECCIONAMIENTO DEL PERSONAL (A.G.);3.026,00
2021;900010000;9000;10;12F;16202;1;101;PREMIOS DE JUBILACION PERSONAL FUNCIONARIO (A.G.);30.989,00
2021;900010000;9000;10;12F;22606;2;101;REUNIONES, CONFERENCIAS Y CURSOS;4.000,00
2021;900010000;9000;10;12F;22706;2;101;ESTUDIOS Y TRABAJOS TECNICOS;91.500,00
2021;900010000;9000;10;12F;22707;2;101;EDICIÓN DE PUBLICACIONES;3.000,00
2021;900010000;9000;10;12F;23000;2;101;DIETAS;1.000,00
2021;900010000;9000;10;12F;23100;2;101;LOCOMOCION;500
2021;900010000;9000;10;14B;10000;1;101;RETRIBUCIONES DINERARIAS;189.415,00
2021;900010000;9000;10;14B;12000;1;101;SUELDO DEL SUBGRUPO A1 (ADMINISTRACIÓN GENERAL);477.844,00
2021;900010000;9000;10;14B;12001;1;101;SUELDO DEL SUBGRUPO A2 (ADMINISTRACIÓN GENERAL);140.063,00
2021;900010000;9000;10;14B;12002;1;101;SUELDO DEL SUBGRUPO C1 (ADMINISTRACIÓN GENERAL);193.093,00
2021;900010000;9000;10;14B;12005;1;101;TRIENIOS (ADMINISTRACIÓN GENERAL);288.825,00
2021;900010000;9000;10;14B;12100;1;101;COMPLEMENTO DE DESTINO;549.378,00
2021;900010000;9000;10;14B;12101;1;101;COMPLEMENTO ESPECIFICO;1.005.939,00
2021;900010000;9000;10;14B;15000;1;101;PERSONAL FUNCIONARIO;40.047,00
2021;900010000;9000;10;14B;16000;1;101;SEGURIDAD SOCIAL (ADMINISTRACIÓN GENERAL);830.693,00
2021;900010000;9000;10;14B;16202;1;101;PREMIOS DE JUBILACION PERSONAL FUNCIONARIO (A.G.);52.935,00
2021;900010000;9000;10;14B;22706;2;101;ESTUDIOS Y TRABAJOS TECNICOS;400.000,00
2021;900010000;9000;10;14B;22709;2;101;PARA EL DESARROLLO Y DIVULGACIÓN DE LA MEDIACIÓN;80.000,00
2021;900010000;9000;10;14B;23000;2;101;DIETAS;40.487,00
2021;900010000;9000;10;14B;23100;2;101;LOCOMOCION;25.730,00
2021;900010000;9000;10;14C;10000;1;101;RETRIBUCIONES DINERARIAS;62.388,00
2021;900010000;9000;10;14C;12000;1;101;SUELDO DEL SUBGRUPO A1 (ADMINISTRACIÓN GENERAL);414.131,00
2021;900010000;9000;10;14C;12001;1;101;SUELDO DEL SUBGRUPO A2 (ADMINISTRACIÓN GENERAL);140.063,00
2021;900010000;9000;10;14C;12002;1;101;SUELDO DEL SUBGRUPO C1 (ADMINISTRACIÓN GENERAL);182.365,00
2021;900010000;9000;10;14C;12005;1;101;TRIENIOS (ADMINISTRACIÓN GENERAL);122.137,00
2021;900010000;9000;10;14C;12100;1;101;COMPLEMENTO DE DESTINO;454.798,00
2021;900010000;9000;10;14C;12101;1;101;COMPLEMENTO ESPECIFICO;771.214,00
2021;900010000;9000;10;14C;12109;1;101;OTROS COMPLEMENTOS;16.567,00
2021;900010000;9000;10;14C;13000;1;101;SALARIOS GRUPO I;67.047,00
2021;900010000;9000;10;14C;13003;1;101;SALARIOS GRUPO IV;8.671,00
2021;900010000;9000;10;14C;13005;1;101;ANTIGUEDAD (INCLUIDO COMPLEM. PERSONAL NO ABSORB.);29.950,00
2021;900010000;9000;10;14C;13100;1;101;COMPLEMENTO DE CATEGORIA;33.743,00
2021;900010000;9000;10;14C;13101;1;101;COMPLEMENTO DE PUESTO DE TRABAJO;21.509,00
2021;900010000;9000;10;14C;13102;1;101;COMPLEMENTO DE CONVENIO;27.673,00
2021;900010000;9000;10;14C;15000;1;101;PERSONAL FUNCIONARIO;36.594,00
2021;900010000;9000;10;14C;15001;1;101;PERSONAL LABORAL (ADMINISTRACIÓN GENERAL);1.190,00
2021;900010000;9000;10;14C;16000;1;101;SEGURIDAD SOCIAL (ADMINISTRACIÓN GENERAL);343.960,00
2021;900010000;9000;10;14C;16200;1;101;FORMACION Y PERFECCIONAMIENTO DEL PERSONAL (A.G.);4.623,00
2021;900010000;9000;10;14C;16202;1;101;PREMIOS DE JUBILACION PERSONAL FUNCIONARIO (A.G.);40.455,00
2021;900010000;9000;10;14C;22713;2;101;SERVICIOS ASISTENCIALES;72.886.452,00
2021;900010000;9000;10;14C;48600;4;101;A ASOCIACIONES VICTIMAS DEL TERRORISMO;65.000,00
2021;900010000;9000;10;14C;48601;4;101;INDEMNIZACIONES  VICTIMAS DEL TERRORISMO;1.200.000,00
2021;900010000;9000;10;75B;10000;1;101;RETRIBUCIONES DINERARIAS;64.638,00
2021;900010000;9000;10;75B;12000;1;101;SUELDO DEL SUBGRUPO A1 (ADMINISTRACIÓN GENERAL);127.425,00
2021;900010000;9000;10;75B;12001;1;101;SUELDO DEL SUBGRUPO A2 (ADMINISTRACIÓN GENERAL);168.075,00
2021;900010000;9000;10;75B;12002;1;101;SUELDO DEL SUBGRUPO C1 (ADMINISTRACIÓN GENERAL);171.638,00
2021;900010000;9000;10;75B;12003;1;101;SUELDO DEL SUBGRUPO C2 (ADMINISTRACIÓN GENERAL);9.093,00
2021;900010000;9000;10;75B;12005;1;101;TRIENIOS (ADMINISTRACIÓN GENERAL);114.420,00
2021;900010000;9000;10;75B;12100;1;101;COMPLEMENTO DE DESTINO;294.977,00
2021;900010000;9000;10;75B;12101;1;101;COMPLEMENTO ESPECIFICO;515.983,00
2021;900010000;9000;10;75B;15000;1;101;PERSONAL FUNCIONARIO;25.547,00
2021;900010000;9000;10;75B;16000;1;101;SEGURIDAD SOCIAL (ADMINISTRACIÓN GENERAL);378.982,00
2021;900010000;9000;10;75B;16202;1;101;PREMIOS DE JUBILACION PERSONAL FUNCIONARIO (A.G.);15.478,00
2021;900010000;9000;10;75B;23000;2;101;DIETAS;30.000,00
2021;900010000;9000;10;75B;44364;4;101;TF E.P.GESTION TURISMO Y DEPORTE DE ANDALUCIA S.A.;29.100.000,00
2021;900010000;9000;10;75B;48302;4;101;A LA CEA. PARTICIP. Y DESARROLLO ACTUAC. MARCO COLAB. MATERIA TURISMO;41.428,00
2021;900010000;9000;10;75B;48303;4;101;A UGT ANDALUCIA.PARTICIP. Y DESARROLLO ACTUAC. MARCO COLAB. MATERIA T.;18.714,00
2021;900010000;9000;10;75B;48304;4;101;CCOO ANDALUCIA.PARTICIP. Y DESARROLLO ACTUAC. MARCO COLAB. MATERIA T.;18.714,00
2021;900010000;9000;10;75B;49000;4;101;CUOTAS A ORGANISMOS INTERNACIONALES;4.000,00
2021;900010000;9000;10;75B;60900;6;101;INVERSIÓN EN INVESTIGACION Y DESARROLLO;36.300,00
2021;900010000;9000;10;75B;76100;7;101;PROGRAMA MUNICIPIOS TURISTICOS;6.322.884,00
2021;900010000;9000;10;75B;76102;7;101;PLANES DE SOSTENIBILIDAD TURÍSTICA EN DESTINOS;1.800.000,00
2021;900010000;9000;10;75B;76104;7;101;ESTRATEGIA DE TURISMO SOSTENIBLE;51.715,00
2021;900010000;9000;10;75B;76111;7;101;A AYUNTAMIENTOS;5.234.227,00
2021;900010000;9000;10;75B;76111;7;101;A AYUNTAMIENTOS;3.000.000,00
2021;900010000;9000;10;75B;77503;7;101;INCENTIVOS INVERSIÓN TURÍSTICA;2.380.000,00
2021;900010000;9000;10;75B;78802;7;101;INICIATIVAS TURISMO SOSTENIBLE;24.464,00
2021;900010000;9000;10;75B;78803;7;101;A LA RED DE CIUDADES AVE. PROMOCION TURISTICA;20.000,00
2021;900010000;9000;10;75B;78804;7;101;A LA RED COOPERACION CIUDADES RUTA DE LA PLATA. PROMOCION TURISTICA;21.780,00
2021;900010000;9000;10;75B;78809;7;101;MEDIDA DE AYUDAS PARA PROMOCIÓN DE LA ACTIV. TURÍSTICA. BONO TURÍSTICO;8.000.000,00
2021;900010000;9000;10;75B;78810;7;101;A ASOC. Y FUNDAC. PARA EL DESARROLLO DE PROYECTOS DE INTERÉS TURÍSTICO;400.000,00
2021;900010000;9000;10;75D;10000;1;101;RETRIBUCIONES DINERARIAS;62.388,00
2021;900010000;9000;10;75D;12000;1;101;SUELDO DEL SUBGRUPO A1 (ADMINISTRACIÓN GENERAL);143.353,00
2021;900010000;9000;10;75D;12001;1;101;SUELDO DEL SUBGRUPO A2 (ADMINISTRACIÓN GENERAL);140.063,00
2021;900010000;9000;10;75D;12002;1;101;SUELDO DEL SUBGRUPO C1 (ADMINISTRACIÓN GENERAL);203.820,00
2021;900010000;9000;10;75D;12005;1;101;TRIENIOS (ADMINISTRACIÓN GENERAL);100.200,00
2021;900010000;9000;10;75D;12100;1;101;COMPLEMENTO DE DESTINO;318.975,00
2021;900010000;9000;10;75D;12101;1;101;COMPLEMENTO ESPECIFICO;565.767,00
2021;900010000;9000;10;75D;15000;1;101;PERSONAL FUNCIONARIO;26.237,00
2021;900010000;9000;10;75D;16000;1;101;SEGURIDAD SOCIAL (ADMINISTRACIÓN GENERAL);259.950,00
2021;900010000;9000;10;75D;16202;1;101;PREMIOS DE JUBILACION PERSONAL FUNCIONARIO (A.G.);18.499,00
2021;900010000;9000;10;75D;22706;2;101;ESTUDIOS Y TRABAJOS TECNICOS;110.000,00
2021;900010000;9000;10;75D;22709;2;101;OTROS;35.000,00
2021;900010000;9000;10;75D;23000;2;101;DIETAS;4.001,00
2021;900010000;9000;10;75D;44101;4;101;UNIVERSIDAD DE ALMERÍA INVESTIGACIÓN Y ESTUDIOS EN MATERIA TURÍSTICA;30.000,00
2021;900010000;9000;10;75D;44102;4;101;UNIVERSIDAD DE CÁDIZ INVESTIGACIÓN Y ESTUDIOS EN MATERIA TURÍSTICA;30.000,00
2021;900010000;9000;10;75D;44103;4;101;UNIVERSIDAD DE CÓRDOBA INVESTIGACIÓN Y ESTUDIOS EN MATERIA TURÍSTICA;30.000,00
2021;900010000;9000;10;75D;44104;4;101;UNIVERSIDAD DE GRANADA INVESTIGACIÓN Y ESTUDIOS EN MATERIA TURÍSTICA;30.000,00
2021;900010000;9000;10;75D;44105;4;101;UNIVERSIDAD DE HUELVA INVESTIGACIÓN Y ESTUDIOS EN MATERIA TURÍSTICA;30.000,00
2021;900010000;9000;10;75D;44106;4;101;UNIVERSIDAD DE JAÉN INVESTIGACIÓN Y ESTUDIOS EN MATERIA TURÍSTICA;30.000,00
2021;900010000;9000;10;75D;44107;4;101;UNIVERSIDAD DE MÁLAGA INVESTIGACIÓN Y ESTUDIOS EN MATERIA TURÍSTICA;30.000,00
2021;900010000;9000;10;75D;44108;4;101;UNIVERSIDAD DE SEVILLA INVESTIGACIÓN Y ESTUDIOS EN MATERIA TURÍSTICA;30.000,00
2021;900010000;9000;10;75D;44485;4;101;TF FUND. REAL ESCUELA ANDALUZA DEL ARTE ECUESTRE;3.171.918,00
2021;900010000;9000;10;75D;48000;4;101;A FAMILIAS E INSTITUCIONES SIN FINES DE LUCRO;203.500,00
2021;900010000;9000;10;75D;48101;4;101;ADEAC. GASTOS CAMPAÑA BANDERAS AZULES PLAYAS.;40.000,00
2021;900010000;9000;10;75D;48103;4;101;PREDIF PARA TURISMO ACCESIBLE E INCLUSIVO EN ANDALUCÍA;40.000,00
2021;900010000;9000;10;75D;60900;6;101;INVERSIÓN EN INVESTIGACION Y DESARROLLO;318.955,00
2021;900010000;9000;10;75D;77502;7;101;INFRAESTRUCTURAS;1.235.000,00
2021;900010000;9000;10;81A;10000;1;101;RETRIBUCIONES DINERARIAS;62.388,00
2021;900010000;9000;10;81A;12000;1;101;SUELDO DEL SUBGRUPO A1 (ADMINISTRACIÓN GENERAL);350.419,00
2021;900010000;9000;10;81A;12001;1;101;SUELDO DEL SUBGRUPO A2 (ADMINISTRACIÓN GENERAL);140.063,00
2021;900010000;9000;10;81A;12002;1;101;SUELDO DEL SUBGRUPO C1 (ADMINISTRACIÓN GENERAL);203.820,00
2021;900010000;9000;10;81A;12003;1;101;SUELDO DEL SUBGRUPO C2 (ADMINISTRACIÓN GENERAL);9.093,00
2021;900010000;9000;10;81A;12005;1;101;TRIENIOS (ADMINISTRACIÓN GENERAL);183.435,00
2021;900010000;9000;10;81A;12100;1;101;COMPLEMENTO DE DESTINO;448.759,00
2021;900010000;9000;10;81A;12101;1;101;COMPLEMENTO ESPECIFICO;794.964,00
2021;900010000;9000;10;81A;15000;1;101;PERSONAL FUNCIONARIO;35.904,00
2021;900010000;9000;10;81A;16000;1;101;SEGURIDAD SOCIAL (ADMINISTRACIÓN GENERAL);460.558,00
2021;900010000;9000;10;81A;16200;1;101;FORMACION Y PERFECCIONAMIENTO DEL PERSONAL (A.G.);1.937,00
2021;900010000;9000;10;81A;16202;1;101;PREMIOS DE JUBILACION PERSONAL FUNCIONARIO (A.G.);32.580,00
2021;900010000;9000;10;81A;22602;2;101;INFORMACION, DIVULGACION Y PUBLICIDAD;10.000,00
2021;900010000;9000;10;81A;22608;2;101;PREMIOS, CONCURSOS Y CERTAMENES;15.000,00
2021;900010000;9000;10;81A;22706;2;101;ESTUDIOS Y TRABAJOS TECNICOS;10.000,00
2021;900010000;9000;10;81A;23000;2;101;DIETAS;14.000,00
2021;900010000;9000;10;81A;23100;2;101;LOCOMOCION;5.000,00
2021;900010000;9000;10;81A;23300;2;101;OTRAS INDEMNIZACIONES;16.000,00
2021;900010000;9000;10;81A;44803;4;101;COSITAL PARA TAREAS PERFECCIONAMIENTO TÉCNICO-JURÍDICO;5.000,00
2021;900010000;9000;10;81A;46004;4;101;TRANSFERENCIAS A ENTIDADES LOCALES AUTÓNOMAS;2.500.000,00
2021;900010000;9000;10;81A;46100;4;101;A LA FAMP PARA GASTOS DE FUNCIONAMIENTO;300.000,00
2021;900010000;9000;10;81A;46400;4;101;COOPERACION ECONOMICA;60.000,00
2021;900010000;9000;10;81A;46502;4;101;AYUDAS EXTRA. ACTUACIONES REFUERZO ESTACIONAL Y OTRAS;1.300.000,00
2021;900010000;9000;10;81A;60905;6;101;APLICACIONES INFORMATICAS DESARROLLADAS A MEDIDA;251.120,00
2021;900010000;9000;10;81A;76002;7;101;AYUDAS EN ESPECIE;1.515.000,00
2021;900010000;9000;10;81A;76300;7;101;PROGRAMA FOMENTO EMPLEO AGRARIO;54.455.311,00
2021;900010000;9000;10;81A;76500;7;101;INFRAESTRUCTURAS DE SERVICIOS Y OBRAS;2.500.000,00
2021;900010000;9000;10;81A;76501;7;101;ACTUACIONES EXTRAORDINARIAS EN MATERIA DE INFRAESTRUCTURAS;2.500.000,00
2021;900010000;9000;10;81A;76502;7;101;ACTUACIONES DE REFUERZO ESTACIONAL Y OTRAS EXCEPCIONALES;1.000.000,00
2021;900020000;9000;20;11E;10000;1;101;RETRIBUCIONES DINERARIAS;415.462,00
2021;900020000;9000;20;11E;12000;1;101;SUELDO DEL SUBGRUPO A1 (ADMINISTRACIÓN GENERAL);414.131,00
2021;900020000;9000;20;11E;12001;1;101;SUELDO DEL SUBGRUPO A2 (ADMINISTRACIÓN GENERAL);630.283,00
2021;900020000;9000;20;11E;12002;1;101;SUELDO DEL SUBGRUPO C1 (ADMINISTRACIÓN GENERAL);1.083.465,00
2021;900020000;9000;20;11E;12003;1;101;SUELDO DEL SUBGRUPO C2 (ADMINISTRACIÓN GENERAL);118.206,00
2021;900020000;9000;20;11E;12005;1;101;TRIENIOS (ADMINISTRACIÓN GENERAL);632.520,00
2021;900020000;9000;20;11E;12100;1;101;COMPLEMENTO DE DESTINO;1.296.818,00
2021;900020000;9000;20;11E;12101;1;101;COMPLEMENTO ESPECIFICO;2.160.341,00
2021;900020000;9000;20;11E;13001;1;101;SALARIOS GRUPO II;14.225,00
2021;900020000;9000;20;11E;13003;1;101;SALARIOS GRUPO IV;60.698,00
2021;900020000;9000;20;11E;13004;1;101;SALARIOS GRUPO V;364.163,00
2021;900020000;9000;20;11E;13005;1;101;ANTIGUEDAD (INCLUIDO COMPLEM. PERSONAL NO ABSORB.);211.193,00
2021;900020000;9000;20;11E;13100;1;101;COMPLEMENTO DE CATEGORIA;254.355,00
2021;900020000;9000;20;11E;13101;1;101;COMPLEMENTO DE PUESTO DE TRABAJO;134.084,00
2021;900020000;9000;20;11E;13102;1;101;COMPLEMENTO DE CONVENIO;163.033,00
2021;900020000;9000;20;11E;13109;1;101;OTROS COMPLEMENTOS;20.670,00
2021;900020000;9000;20;11E;13500;1;101;ADMINISTRACIÓN GENERAL;30.376,00
2021;900020000;9000;20;11E;15000;1;101;PERSONAL FUNCIONARIO;127.735,00
2021;900020000;9000;20;11E;15001;1;101;PERSONAL LABORAL (ADMINISTRACIÓN GENERAL);12.849,00
2021;900020000;9000;20;11E;16000;1;101;SEGURIDAD SOCIAL (ADMINISTRACIÓN GENERAL);2.375.151,00
2021;900020000;9000;20;11E;16202;1;101;PREMIOS DE JUBILACION PERSONAL FUNCIONARIO (A.G.);118.638,00
2021;900020000;9000;20;11E;16304;1;101;PREMIOS DE JUBILACIÓN (ADMÓN GENERAL);176.760,00
2021;900020000;9000;20;11E;20200;2;101;ARRENDAMIENTOS DE EDIFICIOS Y OTRAS CONSTRUCCIONES;560.000,00
2021;900020000;9000;20;11E;21200;2;101;EDIFICIOS Y OTRAS CONSTRUCCIONES;140.000,00
2021;900020000;9000;20;11E;21300;2;101;MAQUINARIA;7.000,00
2021;900020000;9000;20;11E;21301;2;101;INSTALACIONES;54.000,00
2021;900020000;9000;20;11E;21400;2;101;ELEMENTOS DE TRANSPORTE;32.000,00
2021;900020000;9000;20;11E;21500;2;101;MOBILIARIO Y ENSERES;30.000,00
2021;900020000;9000;20;11E;21600;2;101;EQUIPOS DE PROCESOS Y TRANSMISIONES DE DATOS;5.000,00
2021;900020000;9000;20;11E;22000;2;101;ORDINARIO NO INVENTARIABLE;110.000,00
2021;900020000;9000;20;11E;22001;2;101;PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES;6.600,00
2021;900020000;9000;20;11E;22002;2;101;MATERIAL INFORMATICO NO INVENTARIABLE;90.000,00
2021;900020000;9000;20;11E;22101;2;101;AGUA;15.000,00
2021;900020000;9000;20;11E;22103;2;101;COMBUSTIBLE;50.000,00
2021;900020000;9000;20;11E;22104;2;101;VESTUARIO;35.000,00
2021;900020000;9000;20;11E;22106;2;101;PRODUCTOS FARMACEUTICOS;2.500,00
2021;900020000;9000;20;11E;22109;2;101;OTROS SUMINISTROS;50.000,00
2021;900020000;9000;20;11E;22114;2;101;MAT. DE LIMPIEZA, ASEO, PROD. LAVANDERIA Y SIMILAR;30.000,00
2021;900020000;9000;20;11E;22201;2;101;POSTALES Y MENSAJERIA;220.000,00
2021;900020000;9000;20;11E;22302;2;101;ENTES PRIVADOS;5.000,00
2021;900020000;9000;20;11E;22309;2;101;OTROS;7.000,00
2021;900020000;9000;20;11E;22501;2;101;LOCALES;32.000,00
2021;900020000;9000;20;11E;22609;2;101;OTROS;4.000,00
2021;900020000;9000;20;11E;22700;2;101;LIMPIEZA Y ASEO;335.000,00
2021;900020000;9000;20;11E;22701;2;101;SEGURIDAD;355.000,00
2021;900020000;9000;20;11E;22704;2;101;CUSTODIA, DEPOSITO Y ALMACENAJE;2.500,00
2021;900020000;9000;20;11E;22706;2;101;ESTUDIOS Y TRABAJOS TECNICOS;40.000,00
2021;900020000;9000;20;11E;22709;2;101;OTROS;35.000,00
2021;900020000;9000;20;11E;23000;2;101;DIETAS;80.000,00
2021;900020000;9000;20;11E;23100;2;101;LOCOMOCION;30.993,00
2021;900020000;9000;20;11E;23300;2;101;OTRAS INDEMNIZACIONES;15.000,00
2021;900020000;9000;20;14B;12000;1;101;SUELDO DEL SUBGRUPO A1 (ADMINISTRACIÓN GENERAL);398.203,00
2021;900020000;9000;20;14B;12001;1;101;SUELDO DEL SUBGRUPO A2 (ADMINISTRACIÓN GENERAL);266.119,00
2021;900020000;9000;20;14B;12002;1;101;SUELDO DEL SUBGRUPO C1 (ADMINISTRACIÓN GENERAL);278.912,00
2021;900020000;9000;20;14B;12005;1;101;TRIENIOS (ADMINISTRACIÓN GENERAL);250.236,00
2021;900020000;9000;20;14B;12100;1;101;COMPLEMENTO DE DESTINO;597.600,00
2021;900020000;9000;20;14B;12101;1;101;COMPLEMENTO ESPECIFICO;1.052.639,00
