EJERCICIO;CENTRO GESTOR;FUNCIONAL;ECONOMICA;FINANCIACION;DESCRIPCION;IMPORTE
2021;0400010000;11C;60600;0101;ADQUISICIÓN EQUIPOS PARA PROCESAMIENTO INFORMACIÓN;161000,00
2021;0400010000;11C;83108;0101;FAMILIAS E INSTITUCIONES SIN FINES DE LUCRO;27741,00
2021;0500010000;11D;10000;0101;RETRIBUCIONES DINERARIAS;540532,00
2021;0500010000;11D;11000;0101;RETRIBUCIONES;95034,00
2021;0500010000;11D;12000;0101;SUELDO DEL SUBGRUPO A1 (ADMINISTRACIÓN GENERAL);191137,00
2021;0500010000;11D;12001;0101;SUELDO DEL SUBGRUPO A2 (ADMINISTRACIÓN GENERAL);28013,00
2021;0500010000;11D;12002;0101;SUELDO DEL SUBGRUPO C1 (ADMINISTRACIÓN GENERAL);193093,00
2021;0500010000;11D;12005;0101;TRIENIOS (ADMINISTRACIÓN GENERAL);220000,00
2021;0500010000;11D;12100;0101;COMPLEMENTO DE DESTINO;253437,00
2021;0500010000;11D;12101;0101;COMPLEMENTO ESPECIFICO;509945,00
2021;0500010000;11D;12109;0101;OTROS COMPLEMENTOS;60000,00
2021;0500010000;11D;13003;0101;SALARIOS GRUPO IV;8671,00
2021;0500010000;11D;13004;0101;SALARIOS GRUPO V;31666,00
2021;0500010000;11D;13005;0101;ANTIGUEDAD (INCLUIDO COMPLEM PERSONAL NO ABSORB);26000,00
2021;0500010000;11D;13100;0101;COMPLEMENTO DE CATEGORIA;23513,00
2021;0500010000;11D;13101;0101;COMPLEMENTO DE PUESTO DE TRABAJO;18650,00
2021;0500010000;11D;13102;0101;COMPLEMENTO DE CONVENIO;14937,00
2021;0500010000;11D;13109;0101;OTROS COMPLEMENTOS;16000,00
2021;0500010000;11D;15000;0101;PERSONAL FUNCIONARIO;22095,00
2021;0500010000;11D;15001;0101;PERSONAL LABORAL (ADMINISTRACIÓN GENERAL);1190,00
2021;0500010000;11D;15002;0101;PRODUCTIVIDAD ESPECÍFICA;246000,00
2021;0500010000;11D;15004;0101;LETRADOS Y LETRADAS;199623,00
2021;0500010000;11D;15200;0101;POR SERVICIOS EXTRAORDINARIOS;1000,00
2021;0500010000;11D;16000;0101;SEGURIDAD SOCIAL (ADMINISTRACIÓN GENERAL);500000,00
2021;0500010000;11D;16200;0101;FORMACION Y PERFECCIONAMIENTO DEL PERSONAL (AG);2500,00
2021;0500010000;11D;16202;0101;PREMIOS DE JUBILACION PERSONAL FUNCIONARIO (AG);20000,00
2021;0500010000;11D;16500;0101;ASIGNACION ECONOMICA EX PERSONAL ALTO CARGO;200,00
2021;0500010000;11D;17001;0101;INCREMENTO RETRIBUTIVO FIJO(ADMON GENERAL);29009,00
2021;0500010000;11D;21200;0101;EDIFICIOS Y OTRAS CONSTRUCCIONES;25000,00
2021;0500010000;11D;21301;0101;INSTALACIONES;2000,00
2021;0500010000;11D;21400;0101;ELEMENTOS DE TRANSPORTE;6000,00
2021;0500010000;11D;21500;0101;MOBILIARIO Y ENSERES;4000,00
2021;0500010000;11D;21600;0101;EQUIPOS DE PROCESOS Y TRANSMISIONES DE DATOS;500,00
2021;0500010000;11D;22000;0101;ORDINARIO NO INVENTARIABLE;10000,00
2021;0500010000;11D;22001;0101;PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES;15000,00
2021;0500010000;11D;22002;0101;MATERIAL INFORMATICO NO INVENTARIABLE;10000,00
2021;0500010000;11D;22100;0101;ENERGIA ELECTRICA;40000,00
2021;0500010000;11D;22101;0101;AGUA;3000,00
2021;0500010000;11D;22103;0101;COMBUSTIBLE;8000,00
2021;0500010000;11D;22104;0101;VESTUARIO;4600,00
2021;0500010000;11D;22106;0101;PRODUCTOS FARMACEUTICOS;100,00
2021;0500010000;11D;22109;0101;OTROS SUMINISTROS;6000,00
2021;0500010000;11D;22114;0101;MAT DE LIMPIEZA, ASEO, PROD LAVANDERIA Y SIMILAR;3000,00
2021;0500010000;11D;22200;0101;TELEFONICAS;13000,00
2021;0500010000;11D;22201;0101;POSTALES Y MENSAJERIA;3000,00
2021;0500010000;11D;22204;0101;SERVICIOS DE ACCESO A DATOS Y COMUNTRONCALES INF;10000,00
2021;0500010000;11D;22209;0101;OTROS;2500,00
2021;0500010000;11D;22302;0101;ENTES PRIVADOS;500,00
2021;0500010000;11D;22409;0101;OTROS RIESGOS;3000,00
2021;0500010000;11D;22501;0101;LOCALES;1000,00
2021;0500010000;11D;22601;0101;ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS;9000,00
2021;0500010000;11D;22606;0101;REUNIONES, CONFERENCIAS Y CURSOS;4000,00
2021;0500010000;11D;22700;0101;LIMPIEZA Y ASEO;60000,00
2021;0500010000;11D;22701;0101;SEGURIDAD;62000,00
2021;0500010000;11D;22704;0101;CUSTODIA, DEPOSITO Y ALMACENAJE;10000,00
2021;0500010000;11D;22706;0101;ESTUDIOS Y TRABAJOS TECNICOS;2000,00
2021;0500010000;11D;22707;0101;EDICIÓN DE PUBLICACIONES;3000,00
2021;0500010000;11D;22709;0101;OTROS;1000,00
2021;0500010000;11D;23000;0101;DE CONSEJEROS;15000,00
2021;0500010000;11D;23100;0101;DE CONSEJEROS;8000,00
2021;0500010000;11D;23400;0101;PLENO CONSEJO CONSULTIVO DE ANDALUCIA;35000,00
2021;0500010000;11D;60600;0101;ADQUISICIÓN EQUIPOS PARA PROCESAMIENTO INFORMACIÓN;10000,00
2021;0500010000;11D;66600;0101;ADQUISICIÓN EQUIPOS PARA PROCESAMIENTO INFORMACIÓN;20000,00
2021;0600010000;11H;10000;0101;RETRIBUCIONES DINERARIAS;649894,00
2021;0600010000;11H;11000;0101;RETRIBUCIONES;95034,00
2021;0600010000;11H;12000;0101;SUELDO DEL SUBGRUPO A1 (ADMINISTRACIÓN GENERAL);238922,00
2021;0600010000;11H;12002;0101;SUELDO DEL SUBGRUPO C1 (ADMINISTRACIÓN GENERAL);107274,00
2021;0600010000;11H;12003;0101;SUELDO DEL SUBGRUPO C2 (ADMINISTRACIÓN GENERAL);9093,00
2021;0600010000;11H;12005;0101;TRIENIOS (ADMINISTRACIÓN GENERAL);111667,00
2021;0600010000;11H;12100;0101;COMPLEMENTO DE DESTINO;235469,00
2021;0600010000;11H;12101;0101;COMPLEMENTO ESPECIFICO;443069,00
2021;0600010000;11H;13003;0101;SALARIOS GRUPO IV;8671,00
2021;0600010000;11H;13004;0101;SALARIOS GRUPO V;15833,00
2021;0600010000;11H;13005;0101;ANTIGUEDAD (INCLUIDO COMPLEM PERSONAL NO ABSORB);14036,00
2021;0600010000;11H;13100;0101;COMPLEMENTO DE CATEGORIA;14244,00
2021;0600010000;11H;13101;0101;COMPLEMENTO DE PUESTO DE TRABAJO;12582,00
2021;0600010000;11H;13102;0101;COMPLEMENTO DE CONVENIO;9063,00
2021;0600010000;11H;13109;0101;OTROS COMPLEMENTOS;4312,00
2021;0600010000;11H;15000;0101;PERSONAL FUNCIONARIO;17952,00
2021;0600010000;11H;15001;0101;PERSONAL LABORAL (ADMINISTRACIÓN GENERAL);714,00
2021;0600010000;11H;16000;0101;SEGURIDAD SOCIAL (ADMINISTRACIÓN GENERAL);548592,00
2021;0600010000;11H;16202;0101;PREMIOS DE JUBILACION PERSONAL FUNCIONARIO (AG);7678,00
2021;0600010000;11H;17001;0101;INCREMENTO RETRIBUTIVO FIJO(ADMON GENERAL);22897,00
2021;0600010000;11H;20200;0101;ARRENDAMIENTOS DE EDIFICIOS Y OTRAS CONSTRUCCIONES;1500,00
2021;0600010000;11H;20500;0101;ARRENDAMIENTOS DE MOBILIARIO Y ENSERES;650,00
2021;0600010000;11H;21200;0101;EDIFICIOS Y OTRAS CONSTRUCCIONES;3000,00
2021;0600010000;11H;21300;0101;MAQUINARIA;4800,00
2021;0600010000;11H;21301;0101;INSTALACIONES;2986,00
2021;0600010000;11H;21400;0101;ELEMENTOS DE TRANSPORTE;4100,00
2021;0600010000;11H;21500;0101;MOBILIARIO Y ENSERES;5250,00
2021;0600010000;11H;21600;0101;EQUIPOS DE PROCESOS Y TRANSMISIONES DE DATOS;200,00
2021;0600010000;11H;22000;0101;ORDINARIO NO INVENTARIABLE;2600,00
2021;0600010000;11H;22001;0101;PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES;10000,00
2021;0600010000;11H;22002;0101;MATERIAL INFORMATICO NO INVENTARIABLE;3600,00
2021;0600010000;11H;22100;0101;ENERGIA ELECTRICA;40000,00
2021;0600010000;11H;22101;0101;AGUA;6250,00
2021;0600010000;11H;22103;0101;COMBUSTIBLE;3500,00
2021;0600010000;11H;22104;0101;VESTUARIO;2500,00
2021;0600010000;11H;22109;0101;OTROS SUMINISTROS;1600,00
2021;0600010000;11H;22200;0101;TELEFONICAS;28000,00
2021;0600010000;11H;22201;0101;POSTALES Y MENSAJERIA;3500,00
2021;0600010000;11H;22202;0101;TELEGRAFICAS;100,00
2021;0600010000;11H;22203;0101;TELEX, TELEFAX Y BUROFAX;100,00
2021;0600010000;11H;22204;0101;SERVICIOS DE ACCESO A DATOS Y COMUNTRONCALES INF;24114,00
2021;0600010000;11H;22302;0101;ENTES PRIVADOS;3000,00
2021;0600010000;11H;22309;0101;OTROS;400,00
2021;0600010000;11H;22401;0101;ELEMENTOS DE TRANSPORTE;500,00
2021;0600010000;11H;22501;0101;LOCALES;2700,00
2021;0600010000;11H;22601;0101;ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS;8000,00
2021;0600010000;11H;22602;0101;INFORMACION, DIVULGACION Y PUBLICIDAD;3000,00
2021;0600010000;11H;22603;0101;JURIDICOS Y CONTENCIOSOS;1000,00
2021;0600010000;11H;22606;0101;REUNIONES, CONFERENCIAS Y CURSOS;23150,00
2021;0600010000;11H;22611;0101;CUOTAS PARTICIP ENTY ORG NACIONALES E INTERNAC;4066,00
2021;0600010000;11H;22700;0101;LIMPIEZA Y ASEO;60000,00
2021;0600010000;11H;22701;0101;SEGURIDAD;58500,00
2021;0600010000;11H;22706;0101;ESTUDIOS Y TRABAJOS TECNICOS;597900,00
2021;0600010000;11H;22707;0101;EDICIÓN DE PUBLICACIONES;24800,00
2021;0600010000;11H;22709;0101;OTROS;22000,00
2021;0600010000;11H;22712;0101;TRADUCCIONES E INTERPRETACIONES;1500,00
2021;0600010000;11H;23000;0101;DIETAS;7500,00
2021;0600010000;11H;23100;0101;LOCOMOCION;10000,00
2021;0600010000;11H;23200;0101;TRASLADOS;10600,00
2021;0600010000;11H;60500;0101;MOBILIARIO Y ENSERES;1000,00
2021;0600010000;11H;60600;0101;ADQUISICIÓN EQUIPOS PARA PROCESAMIENTO INFORMACIÓN;4000,00
2021;0600010000;11H;60800;0101;OTRO INMOVILIZADO MATERIAL;440000,00
2021;0600010000;11H;60905;0101;APLICACIONES INFORMATICAS DESARROLLADAS A MEDIDA;160000,00
2021;0600010000;11H;66600;0101;ADQUISICIÓN EQUIPOS PARA PROCESAMIENTO INFORMACIÓN;128000,00
2021;0700010000;11I;10000;0101;RETRIBUCIONES DINERARIAS;64638,00
2021;0700010000;11I;11000;0101;RETRIBUCIONES;95034,00
2021;0700010000;11I;12000;0101;SUELDO DEL SUBGRUPO A1 (ADMINISTRACIÓN GENERAL);509700,00
2021;0700010000;11I;12001;0101;SUELDO DEL SUBGRUPO A2 (ADMINISTRACIÓN GENERAL);56025,00
2021;0700010000;11I;12002;0101;SUELDO DEL SUBGRUPO C1 (ADMINISTRACIÓN GENERAL);128729,00
2021;0700010000;11I;12005;0101;TRIENIOS (ADMINISTRACIÓN GENERAL);180762,00
2021;0700010000;11I;12100;0101;COMPLEMENTO DE DESTINO;440396,00
2021;0700010000;11I;12101;0101;COMPLEMENTO ESPECIFICO;769069,00
2021;0700010000;11I;12109;0101;OTROS COMPLEMENTOS;5950,00
2021;0700010000;11I;13003;0101;SALARIOS GRUPO IV;8671,00
2021;0700010000;11I;13005;0101;ANTIGUEDAD (INCLUIDO COMPLEM PERSONAL NO ABSORB);4600,00
2021;0700010000;11I;13100;0101;COMPLEMENTO DE CATEGORIA;4975,00
2021;0700010000;11I;13101;0101;COMPLEMENTO DE PUESTO DE TRABAJO;8045,00
2021;0700010000;11I;13102;0101;COMPLEMENTO DE CONVENIO;3188,00
2021;0700010000;11I;13109;0101;OTROS COMPLEMENTOS;8700,00
2021;0700010000;11I;15000;0101;PERSONAL FUNCIONARIO;33142,00
2021;0700010000;11I;15001;0101;PERSONAL LABORAL (ADMINISTRACIÓN GENERAL);238,00
2021;0700010000;11I;16000;0101;SEGURIDAD SOCIAL (ADMINISTRACIÓN GENERAL);558085,00
2021;0700010000;11I;16202;0101;PREMIOS DE JUBILACION PERSONAL FUNCIONARIO (AG);6000,00
2021;0700010000;11I;17001;0101;INCREMENTO RETRIBUTIVO FIJO(ADMON GENERAL);25974,00
2021;0700010000;11I;20600;0101;ARREND DE SISTEMAS PARA PROCESOS DE INFORMACION;2000,00
2021;0700010000;11I;21200;0101;EDIFICIOS Y OTRAS CONSTRUCCIONES;50000,00
2021;0700010000;11I;21300;0101;MAQUINARIA;3500,00
2021;0700010000;11I;21400;0101;ELEMENTOS DE TRANSPORTE;500,00
2021;0700010000;11I;21500;0101;MOBILIARIO Y ENSERES;1000,00
2021;0700010000;11I;21600;0101;EQUIPOS DE PROCESOS Y TRANSMISIONES DE DATOS;6925,00
2021;0700010000;11I;22000;0101;ORDINARIO NO INVENTARIABLE;4500,00
2021;0700010000;11I;22001;0101;PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES;9000,00
2021;0700010000;11I;22002;0101;MATERIAL INFORMATICO NO INVENTARIABLE;6000,00
2021;0700010000;11I;22100;0101;ENERGIA ELECTRICA;25000,00
2021;0700010000;11I;22101;0101;AGUA;1000,00
2021;0700010000;11I;22103;0101;COMBUSTIBLE;1000,00
2021;0700010000;11I;22104;0101;VESTUARIO;1500,00
2021;0700010000;11I;22109;0101;OTROS SUMINISTROS;5000,00
2021;0700010000;11I;22200;0101;TELEFONICAS;6000,00
2021;0700010000;11I;22201;0101;POSTALES Y MENSAJERIA;5000,00
2021;0700010000;11I;22204;0101;SERVICIOS DE ACCESO A DATOS Y COMUNTRONCALES INF;15000,00
2021;0700010000;11I;22309;0101;OTROS;500,00
2021;0700010000;11I;22501;0101;LOCALES;14000,00
2021;0700010000;11I;22601;0101;ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS;5000,00
2021;0700010000;11I;22602;0101;INFORMACION, DIVULGACION Y PUBLICIDAD;40000,00
2021;0700010000;11I;22603;0101;JURIDICOS Y CONTENCIOSOS;7000,00
2021;0700010000;11I;22604;0101;CURSOS Y ACTIVIDADES DE FORMACIÓN;1000,00
2021;0700010000;11I;22606;0101;REUNIONES, CONFERENCIAS Y CURSOS;12575,00
2021;0700010000;11I;22700;0101;LIMPIEZA Y ASEO;70000,00
2021;0700010000;11I;22701;0101;SEGURIDAD;100000,00
2021;0700010000;11I;22707;0101;EDICIÓN DE PUBLICACIONES;5000,00
2021;0700010000;11I;22708;0101;ESTUDIOS Y TRABAJOS TÉCNICOS DEL ÁREA TIC;18000,00
2021;0700010000;11I;22709;0101;OTROS;8000,00
2021;0700010000;11I;23000;0101;DIETAS;8000,00
2021;0700010000;11I;23100;0101;LOCOMOCION;5000,00
2021;0700010000;11I;23300;0101;OTRAS INDEMNIZACIONES;3000,00
2021;0700010000;11I;23400;0101;INDEMNIZ DEDICACION Y ASISTENCIA A ORGANOS COLEG;5000,00
2021;0700010000;11I;60500;0101;MOBILIARIO Y ENSERES;25000,00
2021;0700010000;11I;60600;0101;ADQUISICIÓN EQUIPOS PARA PROCESAMIENTO INFORMACIÓN;10000,00
2021;0700010000;11I;60601;0101;ADQUISICIÓN DE EQUIPOS OFIMÁTICOS;13600,00
2021;0700010000;11I;60602;0101;ADQUISICIÓN DE EQUIPOS DE TRASMISIONES DE DATOS;16360,00
2021;0700010000;11I;60905;0101;APLICACIONES INFORMATICAS DESARROLLADAS A MEDIDA;100000,00
2021;0700010000;11I;61130;0101;A SOC AND PARA DESARROLLO DE LAS TELECOM,SA;310000,00
2021;0800010000;61N;10000;0101;RETRIBUCIONES DINERARIAS;62388,00
2021;0800010000;61N;12000;0101;SUELDO DEL SUBGRUPO A1 (ADMINISTRACIÓN GENERAL);350419,00
2021;0800010000;61N;12001;0101;SUELDO DEL SUBGRUPO A2 (ADMINISTRACIÓN GENERAL);70031,00
2021;0800010000;61N;12002;0101;SUELDO DEL SUBGRUPO C1 (ADMINISTRACIÓN GENERAL);139456,00
2021;0800010000;61N;12005;0101;TRIENIOS (ADMINISTRACIÓN GENERAL);141000,00
2021;0800010000;61N;12100;0101;COMPLEMENTO DE DESTINO;368020,00
2021;0800010000;61N;12101;0101;COMPLEMENTO ESPECIFICO;678080,00
2021;0800010000;61N;13003;0101;SALARIOS GRUPO IV;8671,00
2021;0800010000;61N;13004;0101;SALARIOS GRUPO V;15833,00
2021;0800010000;61N;13005;0101;ANTIGUEDAD (INCLUIDO COMPLEM PERSONAL NO ABSORB);5000,00
2021;0800010000;61N;13100;0101;COMPLEMENTO DE CATEGORIA;14244,00
2021;0800010000;61N;13101;0101;COMPLEMENTO DE PUESTO DE TRABAJO;12582,00
2021;0800010000;61N;13102;0101;COMPLEMENTO DE CONVENIO;9063,00
2021;0800010000;61N;13109;0101;OTROS COMPLEMENTOS;5000,00
2021;0800010000;61N;13500;0101;ADMINISTRACIÓN GENERAL;20050,00
2021;0800010000;61N;15000;0101;PERSONAL FUNCIONARIO;27618,00
2021;0800010000;61N;15001;0101;PERSONAL LABORAL (ADMINISTRACIÓN GENERAL);714,00
2021;0800010000;61N;16000;0101;SEGURIDAD SOCIAL (ADMINISTRACIÓN GENERAL);538143,00
2021;0800010000;61N;16202;0101;PREMIOS DE JUBILACION PERSONAL FUNCIONARIO (AG);27000,00
2021;0800010000;61N;16304;0101;PREMIOS DE JUBILACIÓN (ADMÓN GENERAL);1200,00
2021;0800010000;61N;17001;0101;INCREMENTO RETRIBUTIVO FIJO(ADMON GENERAL);22451,00
2021;0800010000;61N;20900;0101;CANONES;100,00
2021;0800010000;61N;21200;0101;EDIFICIOS Y OTRAS CONSTRUCCIONES;20688,00
2021;0800010000;61N;21301;0101;INSTALACIONES;8000,00
2021;0800010000;61N;21400;0101;ELEMENTOS DE TRANSPORTE;3500,00
2021;0800010000;61N;21500;0101;MOBILIARIO Y ENSERES;1000,00
2021;0800010000;61N;21600;0101;EQUIPOS DE PROCESOS Y TRANSMISIONES DE DATOS;10000,00
2021;0800010000;61N;22000;0101;ORDINARIO NO INVENTARIABLE;4500,00
2021;0800010000;61N;22001;0101;PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES;1000,00
2021;0800010000;61N;22002;0101;MATERIAL INFORMATICO NO INVENTARIABLE;5000,00
2021;0800010000;61N;22100;0101;ENERGIA ELECTRICA;23500,00
2021;0800010000;61N;22101;0101;AGUA;4500,00
2021;0800010000;61N;22103;0101;COMBUSTIBLE;4500,00
2021;0800010000;61N;22104;0101;VESTUARIO;3000,00
2021;0800010000;61N;22107;0101;INSTRUMENTAL Y PEQUEÑO UTILLAJE SANITARIO;3000,00
2021;0800010000;61N;22109;0101;OTROS SUMINISTROS;10000,00
2021;0800010000;61N;22200;0101;TELEFONICAS;20000,00
2021;0800010000;61N;22201;0101;POSTALES Y MENSAJERIA;7000,00
2021;0800010000;61N;22204;0101;SERVICIOS DE ACCESO A DATOS Y COMUNTRONCALES INF;50000,00
2021;0800010000;61N;22209;0101;OTROS;1000,00
2021;0800010000;61N;22302;0101;ENTES PRIVADOS;1500,00
2021;0800010000;61N;22500;0101;ESTATALES;1500,00
2021;0800010000;61N;22501;0101;LOCALES;12000,00
2021;0800010000;61N;22602;0101;INFORMACION, DIVULGACION Y PUBLICIDAD;8000,00
2021;0800010000;61N;22603;0101;JURIDICOS Y CONTENCIOSOS;5000,00
2021;0800010000;61N;22606;0101;REUNIONES, CONFERENCIAS Y CURSOS;5000,00
2021;0800010000;61N;22609;0101;OTROS;500,00
2021;0800010000;61N;22700;0101;LIMPIEZA Y ASEO;25000,00
2021;0800010000;61N;22701;0101;SEGURIDAD;45000,00
2021;0800010000;61N;22706;0101;ESTUDIOS Y TRABAJOS TECNICOS;60000,00
2021;0800010000;61N;22707;0101;EDICIÓN DE PUBLICACIONES;3750,00
2021;0800010000;61N;22709;0101;OTROS;42000,00
2021;0800010000;61N;23000;0101;DIETAS;4000,00
2021;0800010000;61N;23100;0101;LOCOMOCION;5000,00
2021;0800010000;61N;23300;0101;OTRAS INDEMNIZACIONES;48000,00
2021;0800010000;61N;44102;0101;UNIVERSIDAD DE SEVILLA PARA ACTIVIDADES CÁTEDRA POLÍTICA COMPETENCIA;10000,00
2021;0800010000;61N;44103;0101;UNIV DE MÁLAGA PARA ACTIVIDADES CÁTEDRA DE POLÍTICA DE COMPETENCIA;10000,00
2021;0800010000;61N;60500;0101;MOBILIARIO Y ENSERES;3000,00
2021;0800010000;61N;60600;0101;ADQUISICIÓN EQUIPOS PARA PROCESAMIENTO INFORMACIÓN;30000,00
2021;0800010000;61N;66500;0101;MOBILIARIO Y ENSERES;3000,00
2021;0900010000;11E;10000;0101;RETRIBUCIONES DINERARIAS;322203,00
2021;0900010000;11E;11000;0101;RETRIBUCIONES;684604,00
2021;0900010000;11E;12000;0101;SUELDO DEL SUBGRUPO A1 (ADMINISTRACIÓN GENERAL);700837,00
2021;0900010000;11E;12001;0101;SUELDO DEL SUBGRUPO A2 (ADMINISTRACIÓN GENERAL);448201,00
2021;0900010000;11E;12002;0101;SUELDO DEL SUBGRUPO C1 (ADMINISTRACIÓN GENERAL);761644,00
2021;0900010000;11E;12003;0101;SUELDO DEL SUBGRUPO C2 (ADMINISTRACIÓN GENERAL);36371,00
2021;0900010000;11E;12005;0101;TRIENIOS (ADMINISTRACIÓN GENERAL);582339,00
2021;0900010000;11E;12100;0101;COMPLEMENTO DE DESTINO;1234779,00
2021;0900010000;11E;12101;0101;COMPLEMENTO ESPECIFICO;2172695,00
2021;0900010000;11E;13002;0101;SALARIOS GRUPO III;10605,00
2021;0900010000;11E;13003;0101;SALARIOS GRUPO IV;130068,00
2021;0900010000;11E;13004;0101;SALARIOS GRUPO V;221664,00
2021;0900010000;11E;13005;0101;ANTIGUEDAD (INCLUIDO COMPLEM PERSONAL NO ABSORB);117916,00
2021;0900010000;11E;13100;0101;COMPLEMENTO DE CATEGORIA;210392,00
2021;0900010000;11E;13101;0101;COMPLEMENTO DE PUESTO DE TRABAJO;194004,00
2021;0900010000;11E;13102;0101;COMPLEMENTO DE CONVENIO;133915,00
2021;0900010000;11E;13109;0101;OTROS COMPLEMENTOS;149989,00
2021;0900010000;11E;13500;0101;ADMINISTRACIÓN GENERAL;69424,00
2021;0900010000;11E;15000;0101;PERSONAL FUNCIONARIO;104259,00
2021;0900010000;11E;15001;0101;PERSONAL LABORAL (ADMINISTRACIÓN GENERAL);10469,00
2021;0900010000;11E;16000;0101;SEGURIDAD SOCIAL (ADMINISTRACIÓN GENERAL);2188298,00
2021;0900010000;11E;16202;0101;PREMIOS DE JUBILACION PERSONAL FUNCIONARIO (AG);86359,00
2021;0900010000;11E;16304;0101;PREMIOS DE JUBILACIÓN (ADMÓN GENERAL);65500,00
2021;0900010000;11E;16500;0101;ASIGNACION ECONOMICA EX PERSONAL ALTO CARGO;71122,00
2021;0900010000;11E;17001;0101;INCREMENTO RETRIBUTIVO FIJO(ADMON GENERAL);671234,00
2021;0900010000;11E;19000;0101;ADMINISTRACIÓN GENERAL;500000,00
2021;0900010000;11E;20200;0101;ARRENDAMIENTOS DE EDIFICIOS Y OTRAS CONSTRUCCIONES;7135,00
2021;0900010000;11E;20300;0101;MAQUINARIA;9000,00
2021;0900010000;11E;20400;0101;ARRENDAMIENTOS DE ELEMENTOS DE TRANSPORTE;20000,00
2021;0900010000;11E;21200;0101;EDIFICIOS Y OTRAS CONSTRUCCIONES;250000,00
2021;0900010000;11E;21400;0101;ELEMENTOS DE TRANSPORTE;30000,00
2021;0900010000;11E;21500;0101;MOBILIARIO Y ENSERES;30000,00
2021;0900010000;11E;21600;0101;EQUIPOS DE PROCESOS Y TRANSMISIONES DE DATOS;195777,00
2021;0900010000;11E;22000;0101;ORDINARIO NO INVENTARIABLE;50000,00
2021;0900010000;11E;22001;0101;PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES;14000,00
2021;0900010000;11E;22002;0101;MATERIAL INFORMATICO NO INVENTARIABLE;100000,00
2021;0900010000;11E;22101;0101;AGUA;5000,00
2021;0900010000;11E;22103;0101;COMBUSTIBLE;50415,00
2021;0900010000;11E;22104;0101;VESTUARIO;22000,00
2021;0900010000;11E;22106;0101;PRODUCTOS FARMACEUTICOS;1000,00
2021;0900010000;11E;22109;0101;OTROS SUMINISTROS;22000,00
2021;0900010000;11E;22116;0101;ENERGÍA ELÉCTRICA CONTRATACIÓN CENTRALIZADA;5915000,00
2021;0900010000;11E;22201;0101;POSTALES Y MENSAJERIA;88000,00
2021;0900010000;11E;22204;0101;SERVICIOS DE ACCESO A DATOS Y COMUNTRONCALES INF;190000,00
2021;0900010000;11E;22216;0101;TELEFÓNICAS CONTRATACIÓN CENTRALIZADA;140000,00
2021;0900010000;11E;22501;0101;LOCALES;51000,00
2021;0900010000;11E;22601;0101;ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS;13478,00
2021;0900010000;11E;22602;0101;INFORMACION, DIVULGACION Y PUBLICIDAD;5000,00
2021;0900010000;11E;22603;0101;JURIDICOS Y CONTENCIOSOS;18000,00
2021;0900010000;11E;22604;0101;CURSOS Y ACTIVIDADES DE FORMACIÓN;6000,00
2021;0900010000;11E;22700;0101;LIMPIEZA Y ASEO;493087,00
2021;0900010000;11E;22701;0101;SEGURIDAD;550000,00
2021;0900010000;11E;22704;0101;CUSTODIA, DEPOSITO Y ALMACENAJE;3800,00
2021;0900010000;11E;22706;0101;ESTUDIOS Y TRABAJOS TECNICOS;180000,00
2021;0900010000;11E;22708;0101;ESTUDIOS Y TRABAJOS TÉCNICOS DEL ÁREA TIC;300000,00
2021;0900010000;11E;22709;0101;OTROS;100000,00
2021;0900010000;11E;22830;0101;A SOC AND PARA DESARROLLO DE LAS TELECOM,SA;104223,00
2021;0900010000;11E;23000;0101;DIETAS;38000,00
2021;0900010000;11E;23100;0101;LOCOMOCION;35000,00
2021;0900010000;11E;23300;0101;OTRAS INDEMNIZACIONES;40000,00
2021;0900010000;11E;23401;0101;CONSEJO ANDALUZ DE TURISMO;80000,00
2021;0900010000;11E;60600;0101;ADQUISICIÓN EQUIPOS PARA PROCESAMIENTO INFORMACIÓN;200000,00
2021;0900010000;11E;60600;0101;ADQUISICIÓN EQUIPOS PARA PROCESAMIENTO INFORMACIÓN;20000,00
2021;0900010000;11E;60905;0101;APLICACIONES INFORMATICAS DESARROLLADAS A MEDIDA;154838,00
2021;0900010000;11E;60909;0101;OTRO INMOVILIZADO INMATERIAL;973197,00
2021;0900010000;11E;61130;0101;A SOC AND PARA DESARROLLO DE LAS TELECOM,SA;376803,00
2021;0900010000;11E;66200;0101;EDIFICIOS Y OTRAS CONSTRUCCIONES;160000,00
2021;0900010000;11E;66500;0101;MOBILIARIO Y ENSERES;81850,00
2021;0900010000;11E;66600;0101;ADQUISICIÓN EQUIPOS PARA PROCESAMIENTO INFORMACIÓN;16000,00
2021;0900010000;12F;10000;0101;RETRIBUCIONES DINERARIAS;64638,00
2021;0900010000;12F;12000;0101;SUELDO DEL SUBGRUPO A1 (ADMINISTRACIÓN GENERAL);222994,00
